500,0.00355242,0.0108545,0.00622379,-5,0,0.00737037,0.00828822,0.00774483,0,0,10
1000,0.00674835,0.0105803,0.00254403,-12,0,-0.0103458,-0.0116115,-0.00999346,0,0,33
1500,0.0037033,0.0135557,0.00420233,-23,0,-0.0260437,-0.036615,-0.0246361,0,0,56
2000,0.00575554,0.0090058,0.00411106,-34,0,-0.0359,-0.0492253,-0.0380816,0,1,21
2500,0.00574328,0.0143147,0.00579033,-45,0,-0.0421577,-0.0408897,-0.0386902,0,1,43
3000,0.00569806,0.0126027,0.00155757,-56,0,-0.0563148,-0.0578907,-0.0480273,0,2,9
3500,0.00416843,0.0115079,0.0025983,-66,0,-0.0420923,-0.0732132,-0.0367803,0,2,35
4000,0.00364769,0.0132617,0.00429946,-77,0,-0.0197196,-0.0361323,-0.0135994,0,2,59
4500,0.00435228,0.012032,0.00323487,-88,0,-0.0127589,-0.0171695,-0.00322114,0,3,24
5000,0.00356762,0.0125012,0.00252017,-99,0,0.0505093,0.0377898,0.0448487,0,3,48
5500,0.00472218,0.00915097,0.00302868,-110,0,0.0700655,0.0546813,0.0656848,0,4,14
6000,0.00512856,0.0133165,0.00178883,-121,0,0.10379,0.087773,0.111338,0,4,40
6500,0.00648294,0.0105565,0.00145403,-132,0,0.102892,0.0608753,0.0948181,0,5,6
7000,0.00431487,0.0133095,0.00422009,-143,0,0.0910918,0.0313219,0.105566,0,5,30
7500,0.00572417,0.0125255,0.00182196,-153,0,0.12382,0.106102,0.128245,0,5,56
8000,0.00505592,0.0124454,0.00417567,-164,0,0.0945706,0.125583,0.100404,0,6,22
8500,0.00428287,0.0139691,0.00230279,-175,0,0.139954,0.124995,0.135505,0,6,49
9000,0.00444273,0.0138754,0.00282199,-186,0,0.104312,0.142799,0.107072,0,7,15
9500,0.00340978,0.012617,0.00530508,-197,0,0.212108,0.20665,0.211024,0,7,41
10000,0.00615781,0.0109826,0.00397731,-204,0,0.106322,0.178561,0.110353,0,8,9
10500,0.00504057,0.0101731,0.00483399,-208,0,0.0971943,0.0543102,0.0875213,0,8,33
11000,0.00533048,0.0108999,0.00400739,-215,0,0.227991,0.161192,0.205069,0,9,1
11500,0.00430942,0.0107402,0.00386703,-226,0,0.140013,0.156453,0.154781,0,9,28
12000,0.00508459,0.0128653,0.00566651,-237,0,0.184,0.182409,0.197557,0,9,53
12500,0.00667302,0.0114757,0.00476821,-244,0,0.159812,0.178805,0.161518,0,10,20
13000,0.00690458,0.0121397,0.00501984,-244,1,0.115549,0.123379,0.115519,0,10,42
13500,0.00359171,0.0113828,0.00706668,-248,1,0.106003,0.0744553,0.108513,0,11,8
14000,0.00610293,0.0112286,-2.64533e-05,-251,2,0.219573,0.225826,0.217206,0,11,33
14500,0.00393784,0.0134841,0.00428528,-262,2,0.0471296,0.130578,0.0736499,0,11,58
15000,0.00406008,0.0117655,0.00317759,-266,2,0.0660287,0.0400587,0.0698469,0,12,24
15500,0.00760206,0.00797076,0.00128303,-276,2,0.148838,0.152104,0.143784,0,12,50
16000,0.00558295,0.013901,0.00331855,-287,2,0.162508,0.145764,0.168453,0,13,18
16500,0.00492247,0.00945818,0.00244874,-294,2,0.171651,0.188943,0.161994,0,13,45
17000,0.00263465,0.0113808,0.00392913,-301,2,0.262253,0.308717,0.244021,0,14,13
17500,0.00446845,0.0128302,0.00359323,-306,2,0.00993631,-0.0319566,0.0135139,0,14,37
