500,0.191424,0.17892,0.178124,-9,0,0,0,13,0.0364177,0.0485171,0.0429444,0.010264,0.00953821,0.0103039
1000,-0.0198257,-0.0265177,-0.0290649,-16,0,0,0,18,0.00529478,0.0180075,0.00395777,0.0102641,0.0095382,0.010304
1500,0.289817,0.27438,0.277213,-27,0,0,0,23,0.031397,0.0332731,0.025863,0.010264,0.00953821,0.0103039
2000,0.107939,0.105067,0.105653,-34,1,0,0,29,0.0767164,0.0801408,0.0766579,0.0102641,0.00953819,0.0103039
2500,0.394102,0.390174,0.399185,-42,1,0,0,34,0.025974,0.0281553,0.0440338,0.010264,0.0095382,0.0103038
3000,-0.118467,-0.142448,-0.15094,-50,1,0,0,39,-0.0294455,0.0044094,-0.0225322,0.0102641,0.0095382,0.0103039
3500,0.350849,0.341314,0.345195,-61,1,0,0,44,0.0304208,0.0300337,0.0236883,0.010264,0.00953821,0.0103039
4000,-0.388417,-0.322622,-0.352335,-62,2,0,0,50,-1.08334,-1.06454,-1.14608,0.0102639,0.00953854,0.0103035
4500,-0.159175,-0.163399,-0.157499,-70,2,0,0,55,-0.0225508,-0.0214527,-0.0180746,0.0102641,0.0095382,0.0103039
5000,0.325232,0.327391,0.31781,-75,3,0,1,0,-0.0893993,-0.0896253,-0.0648798,0.010264,0.00953825,0.0103039
5500,-0.347079,-0.339688,-0.350737,-76,5,0,1,19,0.110401,0.115847,0.105985,0.00951799,0.00901584,0.00954345
6000,-0.320443,-0.30252,-0.314894,-80,6,0,1,38,0.0821288,0.075136,0.0697629,0.00877901,0.008199,0.00875013
6500,-0.118436,-0.111035,-0.112612,-91,6,0,1,57,-0.173461,-0.183664,-0.161614,0.00802032,0.00744453,0.00800005
7000,-0.609661,-0.594015,-0.607273,-102,6,0,2,16,0.0361246,0.0406067,0.0370945,0.00705703,0.00688081,0.00723582
7500,-1.08483,-1.0884,-1.09491,-112,6,0,2,35,-0.939718,-0.866004,-0.900091,0.00623982,0.0060713,0.00619412
8000,-0.683186,-0.684207,-0.663333,-118,7,0,2,54,-0.196861,-0.17161,-0.175026,0.00510231,0.00528046,0.00524863
8500,-0.268577,-0.266837,-0.256292,-129,7,0,3,13,-0.0803624,-0.0675409,-0.0595669,0.0041702,0.0044079,0.00427426
9000,-1.49054,-1.49591,-1.51282,-139,7,0,3,33,-1.02235,-1.07208,-1.09122,0.0033734,0.00343659,0.0032558
9500,-0.900218,-0.893547,-0.905151,-150,7,0,3,53,-0.851231,-0.832881,-0.846878,0.00240351,0.00218419,0.00239191
10000,-0.545252,-0.558796,-0.528597,-152,8,0,4,16,-0.314502,-0.33185,-0.306277,0.00157364,0.00119088,0.00136254
10500,-0.360933,-0.387492,-0.375968,-163,8,0,4,36,-0.0871345,-0.084228,-0.0908252,0.000542516,2.19634e-05,0.000614458
11000,-0.476861,-0.471234,-0.46708,-174,8,0,4,56,-0.14161,-0.144704,-0.139765,-0.000489037,-0.00107486,-0.000371269
11500,-0.621384,-0.623657,-0.620191,-185,8,0,5,17,-0.141374,-0.117426,-0.124858,-0.00168864,-0.00207001,-0.00150786
12000,-1.29139,-1.27921,-1.2821,-195,8,0,5,38,-1.07611,-1.05703,-1.07316,-0.00285067,-0.00336409,-0.00296627
12500,-1.11363,-1.11709,-1.0981,-206,8,0,5,58,-0.826098,-0.806434,-0.820469,-0.00393051,-0.00464397,-0.00436327
13000,-0.74916,-0.734805,-0.741448,-217,8,0,6,19,-0.841598,-0.842115,-0.85318,-0.005573,-0.00608292,-0.0058777
13500,-0.817216,-0.832233,-0.810611,-228,8,0,6,41,-0.52592,-0.533364,-0.510092,-0.0072082,-0.00737253,-0.00730257
14000,-0.550664,-0.561453,-0.543194,-239,8,0,7,4,-0.12841,-0.116568,-0.115239,-0.00879503,-0.00873983,-0.00890667
14500,-0.602995,-0.607221,-0.564991,-250,8,0,7,24,-0.111768,-0.0986228,-0.0913241,-0.0109457,-0.0105499,-0.0106065
15000,-0.0987261,-0.0997826,-0.0918342,-261,8,0,7,47,0.0486886,0.0503859,0.067479,-0.012959,-0.012651,-0.0125702
15500,-1.06566,-1.07649,-1.06786,-272,8,0,8,8,-0.881636,-0.826876,-0.854715,-0.0153124,-0.0150561,-0.0147798
16000,-0.6565,-0.646384,-0.695001,-282,8,0,8,28,-0.186051,-0.138122,-0.221175,-0.0174707,-0.0168594,-0.0167249
16500,-0.809864,-0.792849,-0.814156,-293,8,0,8,49,-0.502512,-0.468979,-0.501837,-0.0198371,-0.0193453,-0.0191964
17000,-1.41163,-1.42092,-1.42215,-299,9,0,9,12,-0.948326,-0.963926,-1.01484,-0.0229602,-0.0225517,-0.0226156
17500,-0.0328442,-0.0497614,-0.0234954,-309,9,0,9,33,0.155044,0.15661,0.164745,-0.0245515,-0.024352,-0.0243165
18000,0.0432265,0.0585694,0.0529416,-320,9,0,9,55,0.229871,0.21897,0.223215,-0.026974,-0.0269475,-0.0268585
18500,-0.379451,-0.37456,-0.379259,-331,9,0,10,17,-0.410981,-0.397685,-0.392679,-0.0298854,-0.0301302,-0.0302353
19000,-0.488504,-0.502876,-0.484095,-342,9,0,10,38,-0.316003,-0.31243,-0.28711,-0.033028,-0.0331111,-0.0335327
19500,-0.106108,-0.100711,-0.100556,-353,9,0,11,1,0.103976,0.112402,0.113506,-0.0358128,-0.0357168,-0.0361077
20000,-0.386167,-0.377475,-0.366224,-364,9,0,11,26,0.0303769,0.0433286,0.0361696,-0.0398272,-0.0395308,-0.0398248
20500,-0.29821,-0.286702,-0.291126,-369,10,0,11,46,0.166911,0.159863,0.159736,-0.0435289,-0.0432543,-0.0432496
21000,0.335131,0.352642,0.321315,-375,11,0,12,8,0.300699,0.28551,0.280834,-0.0469037,-0.04662,-0.0465602
21500,-0.824623,-0.840457,-0.83387,-379,12,0,12,30,-0.619656,-0.59143,-0.605106,-0.0534638,-0.0531712,-0.0529055
22000,-1.0356,-1.03322,-1.01598,-390,12,0,12,51,-0.5762,-0.57205,-0.59669,-0.0582169,-0.0581246,-0.0581318
22500,-0.560066,-0.557743,-0.552725,-401,12,0,13,14,0.124761,0.115839,0.144483,-0.0605281,-0.0604874,-0.0605146
23000,-0.555933,-0.550021,-0.534039,-412,12,0,13,36,-0.210626,-0.215913,-0.201111,-0.0661535,-0.0661696,-0.0661852
23500,-0.36141,-0.341951,-0.369234,-423,12,0,13,58,0.0508402,0.0883697,0.0610602,-0.0702336,-0.0704527,-0.0700509
24000,-0.0754106,-0.0791943,-0.0933859,-434,12,0,14,21,0.318003,0.316125,0.310966,-0.0740321,-0.0742744,-0.0737944
24500,-0.290442,-0.285279,-0.301593,-445,12,0,14,41,-0.00962726,-0.0209218,-0.00336148,-0.0806922,-0.0814838,-0.0809051
25000,-0.11393,-0.1227,-0.12618,-456,12,0,15,3,0.253306,0.24585,0.26628,-0.0843609,-0.0845943,-0.0847424
25500,-1.25942,-1.26061,-1.26233,-466,12,0,15,25,-0.632138,-0.625946,-0.659359,-0.0988555,-0.0989693,-0.0990341
26000,-0.0714905,-0.0754395,-0.0301737,-474,12,0,15,48,0.353895,0.337443,0.39299,-0.0963218,-0.0963964,-0.0961098
26500,-1.41623,-1.41014,-1.42396,-485,12,0,16,9,-0.711423,-0.716357,-0.72783,-0.116078,-0.11594,-0.116223
27000,-0.992435,-0.984855,-0.9807,-495,12,0,16,31,-0.601244,-0.622545,-0.586849,-0.119513,-0.119793,-0.120218
27500,-1.05252,-1.06222,-1.01706,-506,12,0,16,53,-0.574233,-0.577058,-0.559528,-0.127744,-0.127562,-0.128322
28000,-0.567061,-0.573597,-0.573029,-517,12,0,17,15,0.133817,0.131449,0.174254,-0.127203,-0.12727,-0.127341
28500,-0.589356,-0.603398,-0.578215,-528,12,0,17,37,-0.357726,-0.356333,-0.331026,-0.138616,-0.137988,-0.138733
29000,-0.583434,-0.579311,-0.587138,-539,12,0,18,0,0.0861948,0.114661,0.102077,-0.142338,-0.142173,-0.142661
29500,-0.42071,-0.403037,-0.400332,-550,12,0,18,22,-0.0217737,-0.0167325,-0.0332667,-0.151572,-0.150583,-0.150954
30000,-0.186733,-0.16418,-0.160437,-561,12,0,18,46,0.262622,0.253928,0.310576,-0.154137,-0.154438,-0.153473
30500,-1.14124,-1.15716,-1.13537,-571,12,0,19,8,-0.545358,-0.505644,-0.553272,-0.183882,-0.184195,-0.183434
31000,-0.659769,-0.651665,-0.713615,-582,12,0,19,30,0.0963135,0.130297,0.0602365,-0.179941,-0.179774,-0.179614
31500,-0.799128,-0.78478,-0.808447,-593,12,0,19,52,-0.380964,-0.365961,-0.388581,-0.198093,-0.198793,-0.197999
32000,-0.467296,-0.441305,-0.442621,-604,12,0,20,14,0.368697,0.370617,0.364832,-0.193115,-0.192725,-0.192574
32500,-0.713921,-0.706624,-0.698385,-615,12,0,20,36,-0.332928,-0.310331,-0.313805,-0.218414,-0.21958,-0.218607
33000,-0.590835,-0.591146,-0.589098,-626,12,0,20,58,-0.0352901,-0.0478898,-0.0263057,-0.221106,-0.222272,-0.222281
33500,-0.483853,-0.473796,-0.492338,-637,12,0,21,20,-0.000753533,0.0100637,0.00782052,-0.230797,-0.231297,-0.232063
34000,-0.161639,-0.147408,-0.118575,-648,12,0,21,42,0.21392,0.21449,0.266936,-0.230503,-0.230361,-0.231605
34500,-1.40202,-1.39839,-1.40457,-658,12,0,22,4,-0.728095,-0.730204,-0.74678,-0.297037,-0.296678,-0.297651
35000,-0.665775,-0.654698,-0.663908,-669,12,0,22,26,-0.314411,-0.337258,-0.289677,-0.282475,-0.281861,-0.282222
35500,0.153543,0.156339,0.0945984,-675,13,0,22,49,0.30803,0.293388,0.283592,-0.25929,-0.258666,-0.258242
36000,-0.415,-0.407499,-0.418238,-685,13,0,23,11,0.118652,0.159181,0.120604,-0.291642,-0.29098,-0.290943
36500,-0.326443,-0.33724,-0.327307,-696,13,0,23,34,0.280739,0.272216,0.264609,-0.296515,-0.296447,-0.296139
37000,-0.542806,-0.533597,-0.535789,-707,13,0,23,56,0.0105275,-0.0125489,0.0265386,-0.327783,-0.327073,-0.327838
37500,-0.870003,-0.880233,-0.863397,-718,13,0,24,17,-0.326484,-0.341284,-0.316454,-0.366851,-0.366542,-0.36825
38000,-0.559258,-0.540966,-0.568089,-729,13,0,24,40,-0.0313902,0.00291619,-0.0192158,-0.358402,-0.358044,-0.360007
38500,-0.403715,-0.406656,-0.404103,-740,13,0,25,2,0.0946256,0.0827269,0.100012,-0.362858,-0.36334,-0.363632
39000,-0.217487,-0.208208,-0.202793,-751,13,0,25,24,0.0488175,0.0592103,0.0702313,-0.369518,-0.370074,-0.369992
39500,-1.1305,-1.17412,-1.12511,-761,13,0,25,46,-0.712967,-0.689781,-0.723592,-0.473168,-0.473095,-0.472024
40000,1.09082,1.05333,1.04308,-771,13,0,26,11,0.315363,0.317983,0.3106,-0.3738,-0.373238,-0.372933
40500,-0.370804,-0.370202,-0.349295,-780,13,0,26,33,-0.00903312,-0.00906082,0.0172753,-0.433586,-0.432625,-0.432858
41000,-1.34028,-1.31836,-1.3377,-790,13,0,26,56,-0.759753,-0.770551,-0.760324,-0.560028,-0.557812,-0.558359
41500,-0.654402,-0.659148,-0.648673,-801,13,0,27,18,-0.474663,-0.486499,-0.434797,-0.519371,-0.516808,-0.517378
42000,-0.362128,-0.356706,-0.380126,-812,13,0,27,41,0.248714,0.246726,0.22863,-0.470376,-0.469575,-0.468085
42500,-0.714189,-0.717461,-0.707154,-823,13,0,28,2,-0.312264,-0.284804,-0.309026,-0.555701,-0.555705,-0.555015
43000,1.46366,1.47724,1.46534,-832,13,0,28,23,0.343163,0.351314,0.351609,-0.466578,-0.4658,-0.465544
43500,-0.438853,-0.435982,-0.437924,-839,14,0,28,44,-0.0238054,-0.0449855,-0.0109641,-0.552721,-0.551407,-0.55187
44000,-1.12952,-1.1294,-1.13112,-846,14,0,29,7,-0.577513,-0.575611,-0.576961,-0.683652,-0.682648,-0.684221
44500,-0.685419,-0.68732,-0.695839,-857,14,0,29,28,-0.288505,-0.311972,-0.262088,-0.644755,-0.644194,-0.645369
45000,-1.02135,-1.02322,-1.02521,-868,14,0,29,51,-0.541459,-0.54256,-0.528301,-0.732332,-0.730816,-0.732226
