45500,-0.739334,-0.744858,-0.743866,-879,14,0,30,13,-0.3394,-0.311971,-0.341418,-0.70758,-0.708245,-0.707397
46000,-0.739721,-0.766672,-0.736153,-890,14,0,30,36,-0.282951,-0.280189,-0.269396,-0.728271,-0.727723,-0.728586
46500,-0.51969,-0.509357,-0.515762,-901,14,0,30,58,-0.150485,-0.132984,-0.151565,-0.710253,-0.710978,-0.711627
47000,-0.26675,-0.265986,-0.244479,-912,14,0,31,20,-0.0131358,-0.0275213,0.0128314,-0.685218,-0.686503,-0.687151
47500,-1.19506,-1.17356,-1.16511,-923,14,0,31,41,-0.761925,-0.74176,-0.716555,-0.92697,-0.928511,-0.928908
48000,-1.06422,-1.05902,-1.07035,-933,14,0,32,4,-0.607941,-0.607573,-0.586731,-0.931693,-0.932325,-0.931744
48500,-0.542316,-0.543954,-0.556181,-944,14,0,32,26,0.117088,0.124782,0.0961654,-0.783605,-0.784252,-0.780861
49000,-0.838055,-0.839837,-0.853111,-955,14,0,32,48,-0.46376,-0.443727,-0.458835,-0.93975,-0.940298,-0.938321
49500,-0.701394,-0.712537,-0.686975,-966,14,0,33,10,-0.26196,-0.251128,-0.234914,-0.916718,-0.917081,-0.917593
50000,-0.639183,-0.613544,-0.632599,-977,14,0,33,35,0.0153388,0.0437257,0.0302792,-0.889985,-0.888986,-0.889636
50500,-0.263037,-0.271389,-0.254368,-988,14,0,33,56,0.242568,0.241201,0.251778,-0.811473,-0.812134,-0.811486
51000,-0.463919,-0.451117,-0.475676,-993,15,0,34,18,-0.379816,-0.358259,-0.377215,-0.990616,-0.991163,-0.990983
51500,-0.37097,-0.396297,-0.3768,-1004,15,0,34,41,-0.169412,-0.183277,-0.166471,-0.966218,-0.966218,-0.967203
52000,-0.491891,-0.487777,-0.477283,-1015,15,0,35,2,-0.0437763,-0.0311869,-0.0384474,-0.986796,-0.986828,-0.986988
52500,-0.360171,-0.366041,-0.333189,-1026,15,0,35,25,0.0645728,0.0512196,0.0963136,-0.962819,-0.963646,-0.963763
53000,-0.504146,-0.488787,-0.490541,-1033,15,0,35,47,0.0358742,0.0560316,0.0289878,-1.03189,-1.03049,-1.02989
53500,-0.81723,-0.834672,-0.816924,-1038,16,0,36,9,-0.406078,-0.412481,-0.380138,-1.24343,-1.24156,-1.24294
54000,-0.602703,-0.594607,-0.603537,-1043,17,0,36,32,-0.156405,-0.171632,-0.136661,-1.16364,-1.16103,-1.16261
54500,-1.01758,-1.00876,-1.01379,-1054,17,0,36,54,-0.418104,-0.423011,-0.40911,-1.36219,-1.3612,-1.36159
55000,-0.665579,-0.651219,-0.665924,-1065,17,0,37,14,-0.208986,-0.186033,-0.221,-1.24615,-1.24664,-1.24867
55500,-0.588279,-0.612557,-0.584674,-1076,17,0,37,37,-0.00661733,-0.0336855,0.00952542,-1.20034,-1.20018,-1.20148
56000,-0.445051,-0.430002,-0.434806,-1087,17,0,38,0,0.032218,0.0696671,0.0175426,-1.16869,-1.1679,-1.16858
56500,-0.290426,-0.280315,-0.3097,-1098,17,0,38,23,0.175187,0.171382,0.164273,-1.11849,-1.11706,-1.11705
57000,-1.32,-1.31479,-1.31194,-1108,17,0,38,45,-0.764667,-0.763615,-0.76149,-1.74632,-1.74529,-1.74682
57500,-0.796091,-0.789788,-0.803284,-1119,17,0,39,7,-0.291013,-0.297952,-0.277243,-1.48103,-1.47857,-1.48026
58000,-0.274609,-0.260884,-0.273284,-1125,18,0,39,30,0.241972,0.227398,0.244774,-1.16449,-1.16441,-1.16485
58500,-0.964401,-0.956704,-0.969487,-1135,18,0,39,53,-0.654409,-0.641067,-0.630673,-1.72104,-1.72055,-1.72043
59000,0.0277958,0.0518111,0.0725999,-1143,18,0,40,15,0.192886,0.203054,0.20828,-1.10828,-1.10814,-1.10846
59500,-0.84772,-0.860843,-0.82598,-1153,18,0,40,37,-0.636181,-0.628701,-0.587983,-1.74014,-1.73945,-1.74095
60000,-1.25868,-1.28597,-1.25574,-1164,18,0,41,1,-0.571363,-0.579522,-0.570732,-1.90594,-1.90395,-1.90424
60500,-0.152074,-0.149828,-0.179219,-1170,19,0,41,25,0.320965,0.30447,0.303991,-1.19153,-1.19142,-1.19038
61000,0.625964,0.599089,0.672757,-1177,20,0,41,47,0.35912,0.346195,0.368214,-1.12057,-1.12002,-1.12111
61500,-0.153336,-0.169369,-0.135818,-1186,20,0,42,9,0.316396,0.298307,0.338878,-1.21873,-1.21911,-1.21761
62000,-0.197553,-0.172093,-0.19261,-1191,21,0,42,32,0.110955,0.12987,0.115927,-1.33328,-1.33292,-1.33352
62500,0.321888,0.329355,0.317599,-1197,22,0,42,54,0.374036,0.382309,0.376128,-1.16395,-1.16334,-1.16306
63000,-1.22569,-1.24652,-1.2113,-1203,22,0,43,16,-0.63683,-0.656481,-0.631959,-2.11603,-2.11319,-2.11531
63500,-1.06337,-1.06197,-1.06542,-1214,22,0,43,38,-0.502248,-0.482666,-0.502435,-2.00703,-2.00677,-2.00569
64000,-1.26271,-1.25736,-1.25498,-1219,23,0,44,1,-0.636615,-0.63272,-0.626556,-2.16331,-2.16376,-2.16726
64500,-0.935156,-0.930134,-0.94112,-1230,23,0,44,23,-0.52775,-0.539105,-0.52156,-2.00429,-2.00543,-2.0072
65000,-0.318413,-0.312786,-0.334557,-1241,23,0,44,46,0.375249,0.376068,0.365124,-1.333,-1.3337,-1.33209
65500,-0.953776,-0.978077,-0.9501,-1252,23,0,45,8,-0.401349,-0.40839,-0.401362,-1.97173,-1.97225,-1.97301
66000,-0.423063,-0.452896,-0.419681,-1263,23,0,45,30,0.228516,0.221311,0.237177,-1.45413,-1.45457,-1.45499
66500,0.676396,0.668495,0.652606,-1272,23,0,45,52,0.593827,0.579042,0.575757,-1.20804,-1.20749,-1.20733
67000,-0.613882,-0.616347,-0.584415,-1281,23,0,46,15,-0.0548806,-0.067257,-0.0333931,-1.69058,-1.69113,-1.69305
67500,-0.345628,-0.341961,-0.348622,-1288,23,0,46,37,0.0811201,0.0721489,0.108819,-1.52024,-1.51864,-1.51997
68000,-0.229379,-0.245812,-0.219562,-1299,23,0,47,0,0.468227,0.452034,0.479558,-1.27887,-1.27699,-1.27649
68500,-0.840654,-0.819614,-0.838305,-1310,23,0,47,22,-0.255712,-0.227005,-0.244825,-1.91134,-1.91106,-1.9111
69000,-0.824695,-0.823504,-0.819118,-1317,23,0,47,44,-0.407053,-0.413168,-0.398285,-1.99527,-1.99517,-1.99572
69500,-0.720695,-0.729804,-0.715516,-1328,23,0,48,7,-0.266381,-0.248022,-0.267263,-1.87637,-1.87664,-1.8747
70000,-1.06635,-1.09198,-1.06229,-1333,24,0,48,31,-0.568747,-0.578943,-0.564407,-2.2033,-2.20025,-2.20396
70500,-0.0415842,-0.0388342,-0.00148267,-1339,25,0,48,53,0.400979,0.383638,0.421972,-1.231,-1.23019,-1.23096
71000,-0.21031,-0.220114,-0.193903,-1344,26,0,49,14,0.228672,0.23717,0.234626,-1.39258,-1.38983,-1.39217
71500,-0.349699,-0.357259,-0.337269,-1355,26,0,49,37,0.171459,0.149696,0.174415,-1.49522,-1.49309,-1.49493
72000,-0.987823,-0.924013,-0.997635,-1366,26,0,49,59,-0.562198,-0.489126,-0.579578,-2.1457,-2.14684,-2.14606
72500,-0.901014,-0.906627,-0.89859,-1376,26,0,50,21,-0.55652,-0.54782,-0.540735,-2.12847,-2.12819,-2.1269
73000,-0.349937,-0.358835,-0.369199,-1387,26,0,50,42,0.304996,0.307718,0.285133,-1.44461,-1.44338,-1.44261
73500,0.712516,0.718912,0.705891,-1394,27,0,51,5,0.568663,0.560395,0.560689,-1.23341,-1.23368,-1.23295
74000,-0.626756,-0.644728,-0.579031,-1403,27,0,51,27,-0.151942,-0.156534,-0.0851061,-1.79465,-1.79671,-1.79551
74500,-0.0899572,-0.144022,-0.102263,-1409,28,0,51,50,0.33441,0.306818,0.356237,-1.31638,-1.31616,-1.3161
75000,-1.06888,-1.05658,-1.05004,-1419,28,0,52,12,-0.491564,-0.469337,-0.475937,-2.21132,-2.21166,-2.21237
75500,-0.868364,-0.870905,-0.886952,-1430,28,0,52,34,-0.461698,-0.441103,-0.464483,-2.09797,-2.09779,-2.09676
76000,1.32565,1.3256,1.34438,-1439,28,0,52,57,0.465281,0.460773,0.471559,-1.23761,-1.23513,-1.23544
76500,-0.864326,-0.867118,-0.867253,-1446,29,0,53,19,-0.401152,-0.392405,-0.384337,-2.06822,-2.06586,-2.06497
77000,-0.106108,-0.128848,-0.14414,-1457,29,0,53,41,0.5532,0.529856,0.545624,-1.24553,-1.24471,-1.24479
77500,-0.586894,-0.589342,-0.600173,-1468,29,0,54,4,-0.27253,-0.238726,-0.262053,-1.86727,-1.86784,-1.86638
78000,-0.704356,-0.71716,-0.70049,-1479,29,0,54,26,0.0134321,0.019944,0.0329679,-1.78289,-1.78092,-1.78397
78500,-0.384377,-0.34672,-0.377385,-1490,29,0,54,48,0.297165,0.324542,0.313972,-1.46624,-1.46534,-1.46666
79000,-0.263587,-0.26356,-0.248256,-1501,29,0,55,10,0.276601,0.273481,0.267817,-1.43204,-1.43117,-1.43225
79500,-0.209654,-0.174451,-0.207568,-1512,29,0,55,33,0.411347,0.456596,0.408074,-1.32564,-1.32506,-1.3262
80000,-0.846921,-0.872219,-0.809146,-1522,29,0,55,57,-0.460919,-0.460171,-0.421811,-2.12625,-2.12619,-2.12768
80500,-1.16198,-1.19761,-1.16687,-1533,29,0,56,19,-0.401524,-0.381901,-0.39205,-2.28531,-2.28575,-2.28762
81000,-0.490232,-0.487392,-0.483608,-1544,29,0,56,41,0.122549,0.122356,0.148455,-1.65181,-1.64983,-1.65154
